,TxnDate,TxnTime,Consumption
171,03 Feb 2022,07:30:40,0.974
172,03 Feb 2022,20:45:59,0.998
173,03 Feb 2022,12:08:10,1.066
174,03 Feb 2022,03:38:32,0.962
175,03 Feb 2022,09:16:05,0.984
176,03 Feb 2022,06:27:20,0.976
177,03 Feb 2022,04:19:50,0.982
178,03 Feb 2022,14:14:36,0.948
179,03 Feb 2022,17:13:37,0.924
180,03 Feb 2022,20:24:36,1.882
181,03 Feb 2022,21:06:23,0.936
182,03 Feb 2022,12:28:48,0.97
183,03 Feb 2022,17:33:36,0.892
184,03 Feb 2022,07:52:38,1.04
185,03 Feb 2022,02:14:04,0.976
186,03 Feb 2022,05:01:50,0.968
187,03 Feb 2022,02:33:45,0.896
188,03 Feb 2022,16:12:16,1.538
189,03 Feb 2022,22:50:29,0.96
190,03 Feb 2022,22:29:34,0.97
191,03 Feb 2022,13:10:20,0.958
192,03 Feb 2022,05:22:33,0.982
193,03 Feb 2022,00:50:21,0.962
194,04 Feb 2022,10:33:15,0.902
195,04 Feb 2022,05:26:08,0.924
196,04 Feb 2022,01:17:26,1.886
197,04 Feb 2022,01:17:26,1.886
198,04 Feb 2022,01:17:26,1.886
199,04 Feb 2022,23:20:02,0.948
200,04 Feb 2022,20:13:21,0.932
201,04 Feb 2022,21:36:32,0.992
202,04 Feb 2022,07:13:56,1.024
203,04 Feb 2022,02:41:52,0.902
204,04 Feb 2022,02:22:10,0.908
205,04 Feb 2022,18:11:13,1.01
206,04 Feb 2022,14:23:50,1.862
207,04 Feb 2022,02:02:07,0.936
208,04 Feb 2022,15:42:24,0.946
209,04 Feb 2022,22:59:45,0.954
210,04 Feb 2022,18:52:07,0.916
211,04 Feb 2022,09:02:28,1.026
212,04 Feb 2022,16:45:49,1.008
213,04 Feb 2022,13:43:28,0.93
214,04 Feb 2022,04:24:35,0.98
215,04 Feb 2022,21:14:54,0.96
216,04 Feb 2022,22:38:46,0.978
217,04 Feb 2022,19:11:23,0.888
218,04 Feb 2022,16:24:18,0.958
219,04 Feb 2022,13:02:46,1.026
220,04 Feb 2022,01:41:41,1.102
221,04 Feb 2022,06:30:26,1.012
222,04 Feb 2022,10:12:57,0.892
223,04 Feb 2022,11:14:45,0.944
224,04 Feb 2022,03:43:25,0.928
225,04 Feb 2022,17:48:56,0.938
226,04 Feb 2022,20:33:33,0.928
227,04 Feb 2022,05:47:48,0.988
228,04 Feb 2022,13:23:28,0.946
229,04 Feb 2022,16:03:06,0.952
230,04 Feb 2022,06:08:25,0.968
231,04 Feb 2022,06:51:55,0.968
232,04 Feb 2022,12:18:44,1.044
233,04 Feb 2022,23:39:47,0.908
234,04 Feb 2022,15:21:51,0.932
235,04 Feb 2022,23:59:48,0.928
236,04 Feb 2022,07:58:31,1.008
237,04 Feb 2022,04:03:26,0.904
238,04 Feb 2022,20:53:57,0.956
239,04 Feb 2022,15:01:33,1.74
240,04 Feb 2022,11:56:06,1.0
241,04 Feb 2022,08:39:43,0.916
242,04 Feb 2022,00:14:51,0.878
243,04 Feb 2022,21:58:06,1.024
244,04 Feb 2022,12:40:14,0.98
245,04 Feb 2022,09:53:25,1.336
246,04 Feb 2022,05:05:33,0.984
247,04 Feb 2022,19:32:28,0.984
248,04 Feb 2022,07:36:48,1.032
249,04 Feb 2022,03:22:56,1.898
250,04 Feb 2022,10:53:33,0.962
251,04 Feb 2022,19:53:18,0.948
252,04 Feb 2022,17:06:00,0.912
253,04 Feb 2022,09:22:18,0.9
254,04 Feb 2022,08:19:56,0.966
255,04 Feb 2022,04:44:00,0.888
256,04 Feb 2022,11:34:53,0.928
257,04 Feb 2022,17:28:36,1.052
258,04 Feb 2022,22:18:11,0.916
259,04 Feb 2022,18:32:14,0.972
260,04 Feb 2022,00:36:13,0.976
261,05 Feb 2022,02:23:50,0.9
262,05 Feb 2022,06:11:47,1.9
263,05 Feb 2022,16:57:20,0.924
264,05 Feb 2022,12:38:48,1.266
265,05 Feb 2022,22:04:21,1.978
266,05 Feb 2022,08:58:19,1.02
267,05 Feb 2022,04:27:33,0.9
268,05 Feb 2022,19:32:31,1.012
269,05 Feb 2022,14:02:37,0.92
270,05 Feb 2022,04:07:43,1.004
271,05 Feb 2022,09:20:00,0.992
272,05 Feb 2022,13:21:41,1.032
273,05 Feb 2022,18:26:57,3.112
274,05 Feb 2022,17:18:50,0.996
275,05 Feb 2022,23:06:28,0.94
276,05 Feb 2022,18:49:03,0.994
277,05 Feb 2022,15:06:18,0.984
278,05 Feb 2022,02:44:49,0.97
279,05 Feb 2022,07:13:16,0.884
280,05 Feb 2022,16:13:48,1.084
281,05 Feb 2022,10:23:15,0.968
282,05 Feb 2022,06:31:51,0.928
283,05 Feb 2022,00:19:48,0.93
284,05 Feb 2022,03:05:11,0.918
285,05 Feb 2022,10:44:10,0.96
286,05 Feb 2022,06:54:02,1.012
287,05 Feb 2022,21:00:57,1.014
288,05 Feb 2022,13:42:35,0.944
289,05 Feb 2022,09:41:44,1.004
290,05 Feb 2022,01:02:56,0.974
291,05 Feb 2022,23:52:26,1.122
292,05 Feb 2022,22:46:12,0.96
293,05 Feb 2022,04:48:33,0.988
294,05 Feb 2022,08:16:19,1.02
295,05 Feb 2022,12:59:31,0.954
296,05 Feb 2022,00:41:35,1.012
297,05 Feb 2022,11:49:33,2.002
298,05 Feb 2022,19:53:24,0.948
299,05 Feb 2022,15:49:47,1.028
300,05 Feb 2022,15:27:22,0.972
301,05 Feb 2022,05:30:29,0.998
302,05 Feb 2022,03:26:17,0.998
303,05 Feb 2022,22:25:41,0.992
304,05 Feb 2022,03:45:53,0.894
305,05 Feb 2022,08:36:34,0.92
306,05 Feb 2022,21:21:00,0.924
307,05 Feb 2022,14:45:05,1.0
308,05 Feb 2022,07:54:33,0.932
309,05 Feb 2022,02:04:37,0.928
310,05 Feb 2022,11:06:42,1.012
311,05 Feb 2022,23:28:09,0.982
312,05 Feb 2022,05:09:14,0.938
313,05 Feb 2022,01:22:48,0.914
314,05 Feb 2022,19:10:59,0.998
315,05 Feb 2022,10:02:46,0.96
316,05 Feb 2022,14:23:05,0.936
317,05 Feb 2022,20:38:54,2.092
318,05 Feb 2022,16:37:01,1.056
319,05 Feb 2022,01:44:15,0.974
320,05 Feb 2022,07:34:06,0.976
321,05 Feb 2022,12:09:16,0.914
322,06 Feb 2022,22:23:25,3.002
323,06 Feb 2022,19:11:29,1.008
324,06 Feb 2022,10:15:40,2.684
325,06 Feb 2022,04:31:37,1.012
326,06 Feb 2022,18:49:19,1.028
327,06 Feb 2022,09:08:58,5.2
328,06 Feb 2022,05:36:23,0.968
329,06 Feb 2022,04:09:51,1.008
330,06 Feb 2022,12:24:37,1.102
331,06 Feb 2022,15:14:02,0.93
332,06 Feb 2022,09:52:35,5.38
333,06 Feb 2022,05:15:32,0.976
334,06 Feb 2022,23:48:11,3.838
335,06 Feb 2022,19:51:24,0.912
336,06 Feb 2022,03:04:07,1.054
337,06 Feb 2022,07:02:14,1.028
338,06 Feb 2022,06:19:13,0.944
339,06 Feb 2022,05:58:49,1.038
340,06 Feb 2022,03:26:05,1.014
341,06 Feb 2022,16:18:21,1.004
342,06 Feb 2022,20:36:10,0.992
343,06 Feb 2022,22:02:11,1.044
344,06 Feb 2022,00:15:13,1.054
345,06 Feb 2022,04:54:08,1.06
346,06 Feb 2022,02:41:27,1.032
347,06 Feb 2022,13:52:37,1.044
348,06 Feb 2022,20:14:28,1.092
349,06 Feb 2022,13:08:30,1.042
350,06 Feb 2022,15:35:50,1.01
351,06 Feb 2022,00:35:22,0.95
352,06 Feb 2022,10:36:33,0.962
353,06 Feb 2022,18:27:23,1.02
354,06 Feb 2022,12:46:10,1.014
355,06 Feb 2022,22:43:15,5.416
356,06 Feb 2022,08:28:22,5.21
357,06 Feb 2022,00:55:33,0.908
358,06 Feb 2022,11:40:15,1.044
359,06 Feb 2022,07:44:33,0.956
360,06 Feb 2022,21:18:22,0.984
361,06 Feb 2022,17:23:18,1.008
362,06 Feb 2022,17:45:15,0.996
363,06 Feb 2022,02:19:20,1.908
364,06 Feb 2022,08:06:34,1.028
365,06 Feb 2022,07:23:48,1.008
366,06 Feb 2022,01:15:22,0.924
367,06 Feb 2022,13:29:34,0.986
368,06 Feb 2022,15:57:02,0.976
369,06 Feb 2022,23:26:38,7.266
370,06 Feb 2022,14:13:09,0.972
371,06 Feb 2022,17:01:55,2.0
372,06 Feb 2022,10:57:16,0.962
373,06 Feb 2022,06:40:28,0.994
374,06 Feb 2022,09:29:45,4.596
375,06 Feb 2022,19:31:46,0.952
376,06 Feb 2022,23:03:24,6.392
377,06 Feb 2022,12:01:09,0.954
378,06 Feb 2022,03:48:09,1.012
379,06 Feb 2022,18:05:38,0.948
380,06 Feb 2022,21:40:20,1.004
381,06 Feb 2022,01:37:48,1.044
382,06 Feb 2022,08:49:24,9.422
383,06 Feb 2022,11:17:29,0.96
384,06 Feb 2022,14:53:55,1.894
385,06 Feb 2022,20:57:21,1.0
386,07 Feb 2022,19:08:22,0.984
387,07 Feb 2022,15:39:33,1.006
388,07 Feb 2022,12:54:44,0.996
389,07 Feb 2022,02:56:18,2.012
390,07 Feb 2022,06:52:19,0.992
391,07 Feb 2022,07:37:56,1.07
392,07 Feb 2022,11:07:41,1.056
393,07 Feb 2022,20:33:05,1.034
394,07 Feb 2022,18:26:25,1.954
395,07 Feb 2022,21:56:09,0.92
396,07 Feb 2022,08:21:27,0.99
397,07 Feb 2022,01:31:14,0.96
398,07 Feb 2022,14:17:19,0.966
399,07 Feb 2022,10:44:39,0.948
400,07 Feb 2022,17:23:39,0.9
401,07 Feb 2022,03:17:37,0.972
402,07 Feb 2022,07:15:02,1.06
403,07 Feb 2022,16:22:05,1.02
404,07 Feb 2022,05:46:38,1.034
405,07 Feb 2022,01:52:07,0.966
406,07 Feb 2022,19:29:56,0.996
407,07 Feb 2022,23:39:48,0.976
408,07 Feb 2022,08:41:56,0.942
409,07 Feb 2022,01:10:23,0.968
410,07 Feb 2022,16:00:27,0.966
411,07 Feb 2022,19:50:00,0.952
412,07 Feb 2022,22:58:35,1.042
413,07 Feb 2022,09:22:22,0.964
414,07 Feb 2022,00:28:49,0.984
415,07 Feb 2022,05:04:58,1.004
416,07 Feb 2022,22:17:43,1.014
417,07 Feb 2022,09:01:48,0.948
418,07 Feb 2022,04:21:46,0.97
419,07 Feb 2022,12:33:21,1.008
420,07 Feb 2022,15:17:53,0.992
421,07 Feb 2022,12:12:01,1.1
422,07 Feb 2022,00:07:27,0.906
423,07 Feb 2022,04:43:11,0.992
424,07 Feb 2022,23:19:04,0.95
425,07 Feb 2022,11:28:16,0.956
426,07 Feb 2022,03:38:34,0.974
427,07 Feb 2022,16:42:30,0.938
428,07 Feb 2022,10:24:45,1.024
429,07 Feb 2022,00:49:30,0.96
430,07 Feb 2022,14:37:43,0.97
431,07 Feb 2022,20:10:48,0.954
432,07 Feb 2022,05:24:03,0.884
433,07 Feb 2022,21:16:13,1.064
434,07 Feb 2022,17:44:28,0.968
435,07 Feb 2022,09:42:03,0.916
436,07 Feb 2022,13:56:01,0.944
437,07 Feb 2022,10:03:03,0.976
438,07 Feb 2022,06:08:43,1.028
439,07 Feb 2022,04:01:00,1.04
440,07 Feb 2022,13:15:20,0.95
441,07 Feb 2022,22:36:36,0.868
442,07 Feb 2022,02:12:50,0.974
443,07 Feb 2022,08:00:22,1.05
444,07 Feb 2022,11:48:35,0.96
445,07 Feb 2022,14:56:26,0.856
446,07 Feb 2022,18:47:13,0.99
447,07 Feb 2022,21:36:22,0.946
448,07 Feb 2022,20:53:57,0.976
449,07 Feb 2022,06:30:45,1.03
450,07 Feb 2022,17:04:03,1.002
451,07 Feb 2022,13:36:08,0.966
452,08 Feb 2022,13:55:21,2.36
453,08 Feb 2022,01:45:35,0.878
454,08 Feb 2022,12:06:35,3.104
455,08 Feb 2022,17:44:12,3.928
456,08 Feb 2022,09:21:07,8.036
457,08 Feb 2022,05:31:55,0.986
458,08 Feb 2022,21:33:52,6.296
459,08 Feb 2022,20:30:36,6.184
460,08 Feb 2022,23:38:53,4.968
461,08 Feb 2022,11:04:09,9.054
462,08 Feb 2022,07:57:00,0.936
463,08 Feb 2022,04:09:13,0.892
464,08 Feb 2022,00:01:54,1.024
465,08 Feb 2022,05:10:09,0.93
466,08 Feb 2022,08:40:10,8.722
467,08 Feb 2022,19:06:59,4.99
468,08 Feb 2022,22:15:30,6.016
469,08 Feb 2022,02:07:44,1.026
470,08 Feb 2022,16:00:43,1.768
471,08 Feb 2022,07:36:44,0.976
472,08 Feb 2022,01:06:31,2.1
473,08 Feb 2022,16:21:03,1.476
474,08 Feb 2022,23:58:57,0.926
475,08 Feb 2022,20:07:55,5.568
476,08 Feb 2022,17:23:45,2.362
477,08 Feb 2022,14:16:29,2.098
478,08 Feb 2022,07:16:09,0.972
479,08 Feb 2022,10:21:13,5.512
480,08 Feb 2022,02:46:23,0.884
481,08 Feb 2022,21:12:38,6.414
482,08 Feb 2022,19:47:36,4.542
483,08 Feb 2022,22:55:09,6.51
484,08 Feb 2022,14:57:52,1.878
485,08 Feb 2022,12:28:39,2.128
486,08 Feb 2022,08:59:56,8.872
487,08 Feb 2022,17:02:09,3.31
488,08 Feb 2022,03:29:00,0.936
489,08 Feb 2022,11:46:47,1.704
490,08 Feb 2022,08:20:16,6.134
491,08 Feb 2022,01:26:28,0.928
492,08 Feb 2022,20:51:58,6.25
493,08 Feb 2022,21:54:14,5.824
494,08 Feb 2022,04:30:20,0.974
495,08 Feb 2022,14:38:47,1.038
496,08 Feb 2022,18:05:40,4.396
497,08 Feb 2022,11:27:02,3.226
498,08 Feb 2022,15:18:18,1.444
499,08 Feb 2022,13:13:32,1.616
500,08 Feb 2022,02:27:21,0.88
501,08 Feb 2022,04:50:16,0.912
502,08 Feb 2022,18:26:04,2.814
503,08 Feb 2022,15:39:18,1.6
504,08 Feb 2022,12:51:37,1.924
505,08 Feb 2022,18:45:46,4.12
506,08 Feb 2022,05:51:36,0.91
507,08 Feb 2022,03:08:45,1.06
508,08 Feb 2022,09:41:35,6.76
509,08 Feb 2022,23:16:42,6.166
510,08 Feb 2022,06:13:51,1.046
511,08 Feb 2022,03:49:40,0.956
512,08 Feb 2022,13:33:22,1.614
513,08 Feb 2022,06:55:16,0.884
514,08 Feb 2022,00:21:25,0.888
515,08 Feb 2022,19:26:24,4.578
516,08 Feb 2022,16:41:27,2.636
517,08 Feb 2022,22:34:40,5.056
518,08 Feb 2022,06:35:29,1.01
519,08 Feb 2022,10:01:12,5.392
520,09 Feb 2022,09:35:10,1.0
521,09 Feb 2022,06:10:07,0.92
522,09 Feb 2022,02:20:41,0.964
523,09 Feb 2022,17:57:01,1.07
524,09 Feb 2022,13:33:46,0.984
525,09 Feb 2022,16:05:30,1.022
526,09 Feb 2022,03:47:57,1.002
527,09 Feb 2022,10:59:33,1.016
528,09 Feb 2022,22:37:54,1.066
529,09 Feb 2022,20:48:42,1.964
530,09 Feb 2022,17:34:26,1.006
531,09 Feb 2022,12:05:34,2.122
532,09 Feb 2022,22:59:07,0.962
533,09 Feb 2022,06:30:26,0.946
534,09 Feb 2022,01:39:10,0.914
535,09 Feb 2022,19:01:04,1.002
536,09 Feb 2022,07:31:28,0.956
537,09 Feb 2022,04:08:31,0.944
538,09 Feb 2022,22:15:39,0.976
539,09 Feb 2022,21:54:21,0.944
540,09 Feb 2022,15:01:17,1.038
541,09 Feb 2022,12:29:08,1.07
542,09 Feb 2022,01:59:45,0.968
543,09 Feb 2022,08:54:20,1.016
544,09 Feb 2022,05:30:20,0.904
545,09 Feb 2022,00:19:16,0.946
546,09 Feb 2022,10:37:46,0.936
547,09 Feb 2022,18:39:14,1.956
548,09 Feb 2022,05:50:29,0.932
549,09 Feb 2022,21:34:21,1.056
550,09 Feb 2022,05:10:35,0.956
551,09 Feb 2022,01:18:37,0.918
552,09 Feb 2022,21:11:38,1.084
553,09 Feb 2022,10:17:28,0.994
554,09 Feb 2022,16:49:37,1.004
555,09 Feb 2022,08:33:20,0.964
556,09 Feb 2022,04:49:28,0.932
557,09 Feb 2022,00:38:57,0.91
558,09 Feb 2022,00:38:57,0.91
559,09 Feb 2022,14:38:49,2.01
560,09 Feb 2022,08:12:13,0.958
561,09 Feb 2022,04:29:38,0.954
562,09 Feb 2022,20:06:14,1.012
563,09 Feb 2022,07:50:57,0.906
564,09 Feb 2022,00:59:05,0.922
565,09 Feb 2022,11:20:12,0.984
566,09 Feb 2022,17:12:19,1.076
567,09 Feb 2022,09:56:33,0.988
568,09 Feb 2022,06:50:40,0.938
569,09 Feb 2022,03:01:27,1.774
570,09 Feb 2022,15:43:57,0.928
571,09 Feb 2022,13:12:05,0.934
572,09 Feb 2022,07:10:51,0.916
573,09 Feb 2022,03:26:13,1.138
574,09 Feb 2022,19:44:50,2.038
575,09 Feb 2022,16:27:27,1.02
576,09 Feb 2022,13:55:32,1.04
577,09 Feb 2022,23:39:20,1.904
578,09 Feb 2022,15:23:44,1.046
579,09 Feb 2022,12:51:53,1.096
580,09 Feb 2022,09:13:50,0.896
581,09 Feb 2022,23:59:55,0.96
582,10 Feb 2022,17:55:23,2.54
583,10 Feb 2022,08:03:35,1.524
584,10 Feb 2022,04:32:15,1.002
585,10 Feb 2022,00:21:17,0.98
586,10 Feb 2022,11:34:27,15.456
587,10 Feb 2022,14:20:48,0.912
588,10 Feb 2022,08:46:09,9.112
589,10 Feb 2022,04:10:46,0.952
590,10 Feb 2022,21:30:03,5.968
591,10 Feb 2022,17:31:18,2.888
592,10 Feb 2022,19:21:02,4.426
593,10 Feb 2022,15:04:27,2.59
594,10 Feb 2022,07:20:43,1.012
595,10 Feb 2022,02:26:03,0.988
596,10 Feb 2022,02:48:38,1.06
597,10 Feb 2022,20:27:38,6.512
598,10 Feb 2022,11:53:23,4.006
599,10 Feb 2022,15:46:11,1.014
600,10 Feb 2022,13:41:10,1.832
601,10 Feb 2022,03:50:34,0.888
602,10 Feb 2022,06:59:19,0.996
603,10 Feb 2022,10:32:58,6.468
604,10 Feb 2022,12:59:03,7.852
605,10 Feb 2022,09:50:33,7.136
606,10 Feb 2022,05:13:39,0.918
607,10 Feb 2022,16:05:41,0.904
608,10 Feb 2022,18:40:07,3.664
609,10 Feb 2022,05:34:40,0.968
610,10 Feb 2022,10:09:49,5.76
611,10 Feb 2022,00:41:03,0.92
612,10 Feb 2022,22:57:45,6.57
613,10 Feb 2022,19:43:36,4.694
614,10 Feb 2022,01:42:13,1.912
615,10 Feb 2022,05:55:55,0.96
616,10 Feb 2022,09:27:36,8.056
617,10 Feb 2022,08:25:35,9.708
618,10 Feb 2022,03:10:04,0.98
619,10 Feb 2022,20:03:45,5.376
620,10 Feb 2022,14:01:03,1.88
621,10 Feb 2022,23:42:05,6.296
622,10 Feb 2022,21:50:25,5.382
623,10 Feb 2022,18:19:02,3.498
624,10 Feb 2022,06:37:24,0.976
625,10 Feb 2022,02:04:12,1.032
626,10 Feb 2022,23:17:42,6.116
627,10 Feb 2022,17:08:18,1.304
628,10 Feb 2022,20:48:49,5.968
629,10 Feb 2022,13:21:20,3.788
630,10 Feb 2022,16:47:37,1.416
631,10 Feb 2022,22:33:26,5.694
632,10 Feb 2022,22:13:53,6.894
633,10 Feb 2022,16:25:28,0.932
634,10 Feb 2022,12:14:49,3.558
635,10 Feb 2022,07:42:45,1.008
636,10 Feb 2022,03:30:54,0.972
637,10 Feb 2022,19:00:40,4.094
638,10 Feb 2022,15:24:16,0.928
639,10 Feb 2022,06:16:09,0.952
640,10 Feb 2022,09:08:03,8.692
641,10 Feb 2022,21:09:30,5.4
642,10 Feb 2022,01:00:26,0.896
643,10 Feb 2022,04:54:13,0.992
644,11 Feb 2022,18:56:16,4.962
645,11 Feb 2022,11:13:28,2.188
646,11 Feb 2022,02:54:38,0.944
647,11 Feb 2022,07:33:27,0.984
648,11 Feb 2022,21:49:52,5.096
649,11 Feb 2022,13:23:06,1.776
650,11 Feb 2022,03:34:17,0.908
651,11 Feb 2022,11:35:40,1.912
652,11 Feb 2022,07:55:40,8.144
653,11 Feb 2022,06:30:42,1.096
654,11 Feb 2022,01:07:03,0.966
655,11 Feb 2022,23:41:37,2.908
656,11 Feb 2022,18:11:05,4.808
657,11 Feb 2022,14:53:15,2.064
658,11 Feb 2022,10:50:31,3.306
659,11 Feb 2022,00:46:10,0.962
660,11 Feb 2022,06:50:50,0.924
661,11 Feb 2022,21:06:26,4.702
662,11 Feb 2022,01:50:25,0.97
663,11 Feb 2022,10:28:01,4.074
